ols_lo,ols_hi,resid_acf1,n_months,from,to,lr_elasticity,lo,hi,at_6m,at_12m,half_reached_month,food_coef,r2
0.00379507439865556,0.266498078449605,-0.382115835369786,295,2002-02-01,2026-08-01,0.13514657642413,0.0577841937390868,0.212508959109174,0.0192289070433361,0.0703812719170275,12,0.690997827144885,0.177241863576242
