cpa,uv_2022,uv_last12,vol_2022,vol_last12,val_2022,val_last12,last_month,uv_change_pct,vol_change_pct,val_change_pct,label
10821,94.9162871042888,207.20778628746,200.845570246379,249.824502764787,190.965379397074,512.615111510739,2026-08-01,118.305827807815,24.3863643386933,168.433531318186,"Cocoa paste, butter and powder"
108221,92.0015405019124,143.661748439456,125.186951319377,122.883967722268,114.91758219401,176.916361160407,2026-08-01,56.1514596991668,-1.83963549941674,53.9506468746677,"Chocolate, in bulk forms"
108222,88.7800935109456,142.565054978143,132.605494817098,106.585590578438,117.79069073995,151.938131892569,2026-08-01,60.5822311513631,-19.6220407567193,28.9899320040566,"Chocolate, other than in bulk (retail forms)"
