cpa,label,uv_2022,uv_last12,uv_peak12,peak_month,uv_change_pct,uv_peak_change_pct
10821,"Cocoa paste, butter and powder",108.090359369914,307.908055889449,378.019477103594,2026-01-01,184.861719106425,249.725432783429
