exante_rmse,exante_change,abs_rmse,abs_change,model_elasticity_to_dec2023,model_rmse,nochange_rmse,drift_rmse,actual_change,model_change,months
10.2980164355339,3.57252554945189,4.426733599252,13.7254181016755,0.0890264703796763,6.95488318415206,12.8548615295645,12.0917743998681,16.5627935587547,7.73747943640113,32
