cpa,vol_vs_2019,vol_vs_2021,vol_vs_2022,vol_vs_2023,uv_vs_2021,uv_vs_2023
10821,52.976556855205,31.5253372339132,24.3863643386933,-1.84884413062745,122.158849875446,119.072763798578
108221,0.763676244251488,22.5521864504884,-1.83963549941674,5.28151208983074,54.0802972824548,49.1124474424918
108222,-15.169488438874,-12.5817613036446,-19.6220407567193,-21.729951076567,58.3210573652129,49.001924394673
