Verkehrsrichtung;Jahr;Periode;Periode_txt;Warengruppe_CPA;Kettenindex_nominal;Kettenindex_Durchschnittswert;Kettenindex_real;Index_nominal_Vorjahr;Index_Durchschnittswert_Vorjahr;Index_real_Vorjahr;Index_nominal_Vorperiode;Index_Durchschnittswert_Vorperiode;Index_real_Vorperiode;Stand;Aktualisierungsdatum
E;2019;24;1. Quartal;10891;120.1748046875;95.92164611816406;125.28433990478516;93.87198638916016;103.29706573486328;90.8757553100586;;;;def;2026-09-10T00:00:00.000+02:00
E;2019;25;2. Quartal;10891;113.86331939697266;94.43196868896484;120.57708740234375;93.0087661743164;96.55722045898438;96.32501983642578;89.28801727294922;99.2807846069336;89.9348373413086;def;2026-09-10T00:00:00.000+02:00
E;2019;26;3. Quartal;10891;114.69219970703125;92.29325866699219;124.26931762695312;93.293212890625;96.70742797851562;96.46954345703125;100.72795867919922;97.73518371582031;103.0621337890625;def;2026-09-10T00:00:00.000+02:00
E;2019;27;4. Quartal;10891;114.904052734375;92.28902435302734;124.50457763671875;90.10413360595703;97.0278091430664;92.8642349243164;100.1847152709961;99.99541473388672;100.18931579589844;def;2026-09-10T00:00:00.000+02:00
E;2019;28;1. Halbjahr;10891;117.01905822753906;95.1241455078125;123.01719665527344;93.45002746582031;100.02152252197266;93.42991638183594;;;;def;2026-09-10T00:00:00.000+02:00
E;2019;29;2. Halbjahr;10891;114.79812622070312;92.20181274414062;124.50745391845703;91.66947174072266;96.89456939697266;94.6074447631836;91.66947174072266;96.89456939697266;94.6074447631836;def;2026-09-10T00:00:00.000+02:00
E;2020;1;Januar;10891;109.44589233398438;91.11309051513672;120.12092590332031;97.10022735595703;92.58232879638672;104.87986755371094;108.94304656982422;96.58257293701172;112.79783630371094;def;2026-09-10T00:00:00.000+02:00
E;2020;2;Februar;10891;123.12339782714844;96.11224365234375;128.103759765625;107.18315124511719;98.54293823242188;108.7679672241211;112.4970474243164;105.48675537109375;106.64566040039062;def;2026-09-10T00:00:00.000+02:00
E;2020;3;März;10891;121.75702667236328;90.9063720703125;133.93673706054688;91.58927154541016;97.62623596191406;93.81624603271484;98.89024353027344;94.58354949951172;104.5533218383789;def;2026-09-10T00:00:00.000+02:00
E;2020;4;April;10891;113.56427001953125;94.29279327392578;120.43790435791016;100.88446807861328;94.93761444091797;106.26395416259766;93.27122497558594;103.72517395019531;89.92149353027344;def;2026-09-10T00:00:00.000+02:00
E;2020;5;Mai;10891;113.36236572265625;91.02472686767578;124.54019165039062;93.72289276123047;99.01296997070312;94.65718078613281;99.82221221923828;96.53412628173828;103.40614318847656;def;2026-09-10T00:00:00.000+02:00
