Verkehrsrichtung;Jahr;Periode;Periode_txt;Warengruppe_CPA;Kettenindex_nominal;Kettenindex_Durchschnittswert;Kettenindex_real;Index_nominal_Vorjahr;Index_Durchschnittswert_Vorjahr;Index_real_Vorjahr;Index_nominal_Vorperiode;Index_Durchschnittswert_Vorperiode;Index_real_Vorperiode;Stand;Aktualisierungsdatum
I;2016;26;3. Quartal;0;96.34716033935547;96.64351654052734;99.69335174560547;106.71328735351562;99.02163696289062;107.76764678955078;96.19690704345703;99.74179077148438;96.44593811035156;def;2026-09-10T00:00:00.000+02:00
I;2016;27;4. Quartal;0;100.58602142333984;98.96442413330078;101.63856506347656;101.72752380371094;102.58900451660156;99.16026306152344;104.39957427978516;102.40151977539062;101.95120239257812;def;2026-09-10T00:00:00.000+02:00
I;2016;28;1. Halbjahr;0;97.8690185546875;96.04618072509766;101.89787292480469;104.48880004882812;99.42266845703125;105.09555053710938;;;;def;2026-09-10T00:00:00.000+02:00
I;2016;29;2. Halbjahr;0;98.46659088134766;97.62223815917969;100.86492156982422;104.107177734375;101.98963165283203;102.07624053955078;104.107177734375;101.98963165283203;102.07624053955078;def;2026-09-10T00:00:00.000+02:00
I;2017;1;Januar;0;91.72114562988281;97.51296997070312;94.06045532226562;105.48688507080078;101.6390151977539;103.78582000732422;97.66802978515625;97.53710174560547;100.13423156738281;def;2026-09-10T00:00:00.000+02:00
I;2017;2;Februar;0;95.64978790283203;97.75636291503906;97.8450698852539;102.63375854492188;103.07549285888672;99.57144165039062;104.28324127197266;100.24959564208984;104.02359771728516;def;2026-09-10T00:00:00.000+02:00
I;2017;3;März;0;112.76789093017578;96.8166275024414;116.47575378417969;105.7860336303711;100.57878875732422;105.17728424072266;117.89665222167969;99.0386962890625;119.04100036621094;def;2026-09-10T00:00:00.000+02:00
I;2017;4;April;0;96.56242370605469;99.21253967285156;97.32884979248047;91.20265197753906;102.70880889892578;88.79730224609375;85.62935638427734;102.47469329833984;83.56147003173828;def;2026-09-10T00:00:00.000+02:00
I;2017;5;Mai;0;110.61469268798828;99.75011444091797;110.89179229736328;117.28990173339844;102.24168395996094;114.71827697753906;114.55252075195312;100.54183959960938;113.9351806640625;def;2026-09-10T00:00:00.000+02:00
I;2017;6;Juni;0;108.51428985595703;133.79461669921875;81.10511779785156;108.20804595947266;137.74757385253906;78.5553207397461;98.10115814208984;134.12979125976562;73.13897705078125;def;2026-09-10T00:00:00.000+02:00
I;2017;7;Juli;0;101.28343200683594;100.46244049072266;100.81720733642578;100.44843292236328;104.49536895751953;96.12715911865234;93.33648681640625;75.08705139160156;124.30436706542969;def;2026-09-10T00:00:00.000+02:00
I;2017;8;August;0;99.23226165771484;100.24198150634766;98.99272155761719;110.75655364990234;99.70355987548828;111.08586120605469;97.9748306274414;99.78055572509766;98.19029998779297;def;2026-09-10T00:00:00.000+02:00
I;2017;9;September;0;105.61335754394531;100.41431427001953;105.17759704589844;107.09635162353516;102.59371948242188;104.3887939453125;106.43045806884766;100.17191314697266;106.24781036376953;def;2026-09-10T00:00:00.000+02:00
I;2017;10;Oktober;0;117.2804183959961;98.77430725097656;118.73575592041016;112.95158386230469;100.02391815185547;112.92456817626953;111.04695892333984;98.36676025390625;112.89073181152344;def;2026-09-10T00:00:00.000+02:00
I;2017;11;November;0;122.29647064208984;98.6435775756836;123.97814178466797;117.5763931274414;99.61091613769531;118.03565216064453;104.2769775390625;99.8676528930664;104.41516876220703;def;2026-09-10T00:00:00.000+02:00
I;2017;12;Dezember;0;99.5068588256836;95.28215789794922;104.43388366699219;105.95854187011719;95.30573272705078;111.1775131225586;81.36527252197266;96.59235382080078;84.23572540283203;def;2026-09-10T00:00:00.000+02:00
I;2017;23;Jahr;0;105.08692169189453;97.91527557373047;107.3243408203125;107.04825592041016;101.34654998779297;105.62594604492188;;;;def;2026-09-10T00:00:00.000+02:00
I;2017;24;1. Quartal;0;100.04627227783203;97.24436950683594;102.88130950927734;104.6707992553711;101.77889251708984;102.84136199951172;;;;def;2026-09-10T00:00:00.000+02:00
I;2017;25;2. Quartal;0;105.23046875;99.45092010498047;105.81145477294922;105.06636047363281;102.63919067382812;102.36475372314453;104.61738586425781;100.49158477783203;104.1056137084961;def;2026-09-10T00:00:00.000+02:00
I;2017;26;3. Quartal;0;102.04301452636719;100.24349975585938;101.79515075683594;105.91180419921875;103.72500610351562;102.10826110839844;96.97097778320312;100.79695129394531;96.20427703857422;def;2026-09-10T00:00:00.000+02:00
I;2017;27;4. Quartal;0;113.02791595458984;97.60276794433594;115.80400848388672;112.3694076538086;98.62409210205078;113.93707275390625;110.76496887207031;97.36568450927734;113.76181030273438;def;2026-09-10T00:00:00.000+02:00
I;2017;28;1. Halbjahr;0;102.63837432861328;98.18132019042969;104.53961181640625;104.87319946289062;102.22303009033203;102.59253692626953;;;;def;2026-09-10T00:00:00.000+02:00
I;2017;29;2. Halbjahr;0;107.53546905517578;98.51344299316406;109.15816497802734;109.2101058959961;100.91291046142578;108.22212982177734;109.2101058959961;100.91291046142578;108.22212982177734;def;2026-09-10T00:00:00.000+02:00
I;2018;1;Januar;0;114.74447631835938;100.32306671142578;114.37496948242188;125.1014404296875;102.88175964355469;121.59729766845703;115.31312561035156;105.2905044555664;109.5190200805664;def;2026-09-10T00:00:00.000+02:00
I;2018;2;Februar;0;105.76532745361328;103.76313018798828;101.92958068847656;110.57559967041016;106.1446304321289;104.17446899414062;92.17465209960938;103.42898559570312;89.11878204345703;def;2026-09-10T00:00:00.000+02:00
I;2018;3;März;0;124.03045654296875;100.72615814208984;123.13629150390625;109.98738861083984;104.03807830810547;105.71839141845703;117.26949310302734;97.07316589355469;120.80525970458984;def;2026-09-10T00:00:00.000+02:00
I;2018;4;April;0;114.41944122314453;97.44392395019531;117.42080688476562;118.49271392822266;98.21734619140625;120.64337158203125;92.25108337402344;96.7414321899414;95.35840606689453;def;2026-09-10T00:00:00.000+02:00
I;2018;5;Mai;0;119.26216888427734;100.02156829833984;119.2364501953125;107.81765747070312;100.27214050292969;107.52503967285156;104.23243713378906;102.645263671875;101.54627227783203;def;2026-09-10T00:00:00.000+02:00
I;2018;6;Juni;0;122.0047836303711;98.5669174194336;123.77863311767578;112.43199920654297;73.67031860351562;152.6150665283203;102.29965209960938;98.54566192626953;103.80939483642578;def;2026-09-10T00:00:00.000+02:00
I;2018;7;Juli;0;118.7601089477539;99.77586364746094;119.02688598632812;117.25521850585938;99.31658935546875;118.06207275390625;97.34053039550781;101.22652435302734;96.16109466552734;def;2026-09-10T00:00:00.000+02:00
I;2018;8;August;0;103.66276550292969;100.06977844238281;103.5904769897461;104.46477508544922;99.82820892333984;104.64454650878906;87.28752899169922;100.29457092285156;87.03115844726562;def;2026-09-10T00:00:00.000+02:00
I;2018;9;September;0;104.12811279296875;99.08351135253906;105.09126281738281;98.59369659423828;98.67469024658203;99.91791534423828;100.44890594482422;99.01441955566406;101.44876098632812;def;2026-09-10T00:00:00.000+02:00
I;2018;10;Oktober;0;124.00782775878906;102.10111236572266;121.45590209960938;105.73617553710938;103.36808776855469;102.29093170166016;119.09159088134766;103.0455093383789;115.57183837890625;def;2026-09-10T00:00:00.000+02:00
I;2018;11;November;0;117.77824401855469;102.51651000976562;114.88710021972656;96.30551147460938;103.92618560791016;92.66722106933594;94.9764633178711;100.40685272216797;94.59161376953125;def;2026-09-10T00:00:00.000+02:00
I;2018;12;Dezember;0;101.59759521484375;139.32533264160156;72.9211196899414;102.1010971069336;146.2239532470703;69.82515716552734;86.26176452636719;135.90525817871094;63.47198486328125;def;2026-09-10T00:00:00.000+02:00
I;2018;23;Jahr;0;114.18010711669922;99.96094512939453;114.22472381591797;108.65301513671875;102.08922576904297;106.4294662475586;;;;def;2026-09-10T00:00:00.000+02:00
I;2018;24;1. Quartal;0;114.84675598144531;99.77459716796875;115.106201171875;114.79363250732422;102.6019287109375;111.88252258300781;;;;def;2026-09-10T00:00:00.000+02:00
I;2018;25;2. Quartal;0;118.5621337890625;98.37223815917969;120.52397155761719;112.66901397705078;98.91536712646484;113.90446472167969;104.89632415771484;100.78836822509766;104.07582092285156;def;2026-09-10T00:00:00.000+02:00
I;2018;26;3. Quartal;0;108.85032653808594;99.50695037841797;109.3896713256836;106.6710205078125;99.26524353027344;107.4605941772461;91.80867767333984;101.15348815917969;90.76174926757812;def;2026-09-10T00:00:00.000+02:00
I;2018;27;4. Quartal;0;114.46121978759766;102.7824478149414;111.36261749267578;101.26809692382812;105.30690002441406;96.16473388671875;105.1546859741211;103.2917251586914;101.80359649658203;def;2026-09-10T00:00:00.000+02:00
I;2018;28;1. Halbjahr;0;116.7044448852539;99.01396942138672;117.86663818359375;113.70449829101562;100.84807586669922;112.74829864501953;;;;def;2026-09-10T00:00:00.000+02:00
I;2018;29;2. Halbjahr;0;111.65577697753906;101.20068359375;110.33104705810547;103.83158111572266;102.72779083251953;101.07447814941406;103.83158111572266;102.72779083251953;101.07447814941406;def;2026-09-10T00:00:00.000+02:00
I;2019;1;Januar;0;113.7040023803711;101.202392578125;112.35308074951172;99.09322357177734;100.87649536132812;98.23222351074219;111.9160385131836;72.63746643066406;154.07481384277344;def;2026-09-10T00:00:00.000+02:00
